id	related_id	class	type/scale	name	relevance	text	help	language	validation	mandatory	other	default	same_default	allowed_filetypes	alphasort	answer_width	answer_width_bycolumn	array_filter	array_filter_exclude	array_filter_style	assessment_value	category_separator	choice_input_columns	choice_title	code_filter	commented_checkbox	commented_checkbox_auto	cssclass	date_format	date_max	date_min	display_columns	display_rows	display_type	dropdown_dates	dropdown_dates_minute_step	dropdown_dates_month_style	dropdown_prefix	dropdown_prepostfix	dropdown_separators	dropdown_size	dualscale_headerA	dualscale_headerB	em_validation_q	em_validation_q_tip	em_validation_sq	em_validation_sq_tip	equals_num_value	equation	exclude_all_others	exclude_all_others_auto	hidden	hide_tip	input_boxes	input_size	label_input_columns	location_city	location_country	location_defaultcoordinates	location_mapheight	location_mapservice	location_mapwidth	location_mapzoom	location_nodefaultfromip	location_postal	location_state	max_answers	max_filesize	max_num_of_files	max_num_value	max_num_value_n	max_subquestions	maximum_chars	min_answers	min_num_of_files	min_num_value	min_num_value_n	multiflexible_checkbox	multiflexible_max	multiflexible_min	multiflexible_step	num_value_int_only	numbers_only	other_comment_mandatory	other_numbers_only	other_replace_text	page_break	parent_order	prefix	printable_help	public_statistics	question_template	random_group	random_order	rank_title	repeat_headings	reverse	samechoiceheight	samelistheight	scale_export	show_comment	show_grand_total	show_title	show_totals	showpopups	slider_accuracy	slider_custom_handle	slider_default	slider_default_set	slider_handle	slider_layout	slider_max	slider_middlestart	slider_min	slider_orientation	slider_rating	slider_reset	slider_reversed	slider_separator	slider_showminmax	statistics_graphtype	statistics_showgraph	statistics_showmap	suffix	text_input_columns	text_input_width	time_limit	time_limit_action	time_limit_countdown_message	time_limit_disable_next	time_limit_disable_prev	time_limit_message	time_limit_message_delay	time_limit_message_style	time_limit_timer_style	time_limit_warning	time_limit_warning_2	time_limit_warning_2_display_time	time_limit_warning_2_message	time_limit_warning_2_style	time_limit_warning_display_time	time_limit_warning_message	time_limit_warning_style	use_dropdown	value_range_allows_missing
361		SQ		SQ002	1	"Mobile messaging (WhatsApp, Telegram, Signal, ...)"		en			N		0																																																																																																																																				
362		SQ		SQ003	1	"Direct e-mail"		en			N		0																																																																																																																																				
363		SQ		SQ004	1	"Mailing list"		en			N		0																																																																																																																																				
360		SQ		SQ001	1	"Face to face interactions"		en			N		0																																																																																																																																				
736		Q	T	Q25	1	"How would you describe your idea of collaborative design processes using metaphors?"	"Please describe how you imagine collaborative design processes using metaphors."	en			N		0																																																																																																																																				
737		Q	T	Q26	1	"How would you describe your idea of collaborative design organizations using metaphors?"	"Please describe how you imagine collaborative design organizations using metaphors."	en			N		0																																																																																																																																				
357		Q	T	Q24	1	"Did you notice any form of organization of the work and roles present in the processes <strong>in your open and making practice so far</strong>?"	"Please describe any form of organization of the work among the participants you noticed in your open and making practice so far, if roles were presents, task assigned, and decision-making processes in place."	en			N		0																																																																																																																																				
356		Q	T	Q23	1	"How was the work coordinated during <strong>your open and making practice so far</strong>?"	"Please write something about how you coordinate your personal work within your open and making practice so far."	en			N		0																																																																																																																																				
354		Q	L	Q21	1	"How did you experience the whole systems (actors, roles, interactions, organizations, places) <strong>in your open and making practice so far?</strong>"	"Please choose one of these options, about how you experienced the whole systems (intended as connections and interactions among actors, roles, organizations, places that you worked with) of working together with other people in your open and making practice so far."	en			N		0																																																																																																																																				
354		A	0	A1		"I did not notice any organized systems, the differences between these entities were not clear"		en													0																																																																																																																												
354		A	0	A3		"There was at least sometimes a system with a certain structure, and I understood it and designed it with the others"		en													1																																																																																																																												
354		A	0	A2		"There was at least sometimes a system with a certain structure, and I understood it "		en													1																																																																																																																												
355		Q	L	Q22	1	"Did you find any collaboration among people <strong>in your open and making practice so far</strong>, and how was it?"	"Please choose one of these options regarding how you perceived the collaboration happening among all the people participating in your open and making practice so far."	en			N		0																																																																																																																																				
355		A	0	A3		"Collaborative design of the same files/components"		en													1																																																																																																																												
355		A	0	A2		"Collaborative discussion about the project but work on individual projects/components"		en													1																																																																																																																												
355		A	0	A1		"No collaboration at all"		en													0																																																																																																																												
353		Q	L	Q20	1	"How did you experience the processes of working <strong>in your open and making practice so far</strong>?"	"Please choose one of these options, about how you experienced the processes of working together with other people in your open and making practice so far."	en			N		0																																																																																																																																				
353		A	0	A1		"I never noticed any organized process, everything was decided at each moment"		en													0																																																																																																																												
353		A	0	A3		"There were at least sometimes processes with a certain structure, and I understood it and designed it with other people"		en													1																																																																																																																												
353		A	0	A2		"There were at least sometimes processes with a certain structure, and I understood it "		en													1																																																																																																																												
10		G	2	You	"Q00 == ""Y"""	"We would like to ask you few questions about you, in order to understand you better and if and how OpenMetaDesign could be useful for you."		en																																																																																																																																									
322		Q	T	Q08	1	"What is your work experience?"	"Please describe your past work experience, especially whenever realted to your open and making practice."	en			N		0																																																																																																																																				
323		Q	T	Q09	1	"Which are your interests regarding your future work?"	"Please describe your possible or desired future work experience that could be related to your open and making practice. Any expectation, desire, planned strategy that might be relevant here?"	en			N		0																																																																																																																																				
637		Q	Q	Q01	1	"What is your name?"	"Please write your name and surname. Your data will be anonymized right after this research study."	en			N		0																																																																																																																																				
639		SQ		SQ002	1	Surname		en			N		0																																																																																																																																				
638		SQ		SQ001	1	Name		en			N		0																																																																																																																																				
321		Q	L	Q07	1	"What is the field of the highest degree or level of school you have completed?"	"Please indicate the field of your highest degree or level of school you have completed."	en			Y		0																																																																																																																																				
321		A	0	A5		Communication		en													1																																																																																																																												
321		A	0	A1		Design		en													0																																																																																																																												
321		A	0	A2		Architecture		en													1																																																																																																																												
321		A	0	A3		Engineering		en													1																																																																																																																												
321		A	0	A4		"Computer Science"		en													1																																																																																																																												
124		Q	L	Q06	1	"What is the highest degree or level of school you have completed? If currently enrolled, highest degree received."		en			N		0																																																																																																																																				
124		A	0	A1		"Lower secondary (""Licenza media inferiore"" in Italy)"		en													0																																																																																																																												
124		A	0	A2		"Upper secondary (""Diploma scuola superiore"" in Italy)"		en													0																																																																																																																												
124		A	0	A3		"Bachelor or equivalent (""Laurea triennale"" in Italy)"		en													0																																																																																																																												
124		A	0	A4		"Master or equivalent (""Laurea magistrale"" in Italy)"		en													0																																																																																																																												
124		A	0	A5		"Doctoral or equivalent (""Dottorato di ricerca"" in Italy)"		en													0																																																																																																																												
120		Q	G	Q03	1	"With which gender do you most identify with?"		en			N		0																																																																																																																																				
122		Q	!	Q04	1	"Where are you from?"	"Please indicate your citizenship (one option only is allowed)."	en			N		0																																																																																																																																				
122		A	0	A28		"Bosnia and Herzegovina"		en													0																																																																																																																												
122		A	0	A27		Bolivia		en													0																																																																																																																												
122		A	0	A29		Botswana		en													0																																																																																																																												
122		A	0	A3		Albania		en													0																																																																																																																												
122		A	0	A31		Brazil		en													0																																																																																																																												
122		A	0	A30		"Bouvet Island"		en													0																																																																																																																												
122		A	0	A26		Bhutan		en													0																																																																																																																												
122		A	0	A25		Bermuda		en													0																																																																																																																												
122		A	0	A232		Yemen		en													0																																																																																																																												
122		A	0	A231		"Western Sahara"		en													0																																																																																																																												
122		A	0	A233		Zambia		en													0																																																																																																																												
122		A	0	A234		Zimbabwe		en													0																																																																																																																												
122		A	0	A24		Benin		en													0																																																																																																																												
122		A	0	A32		"British Indian Ocean Territory"		en													0																																																																																																																												
122		A	0	A33		"Brunei Darussalam"		en													0																																																																																																																												
122		A	0	A41		"Cayman Islands"		en													0																																																																																																																												
122		A	0	A40		"Cape Verde"		en													0																																																																																																																												
122		A	0	A42		"Central African Republic"		en													0																																																																																																																												
122		A	0	A43		Chad		en													0																																																																																																																												
122		A	0	A45		China		en													0																																																																																																																												
122		A	0	A44		Chile		en													0																																																																																																																												
122		A	0	A4		Algeria		en													0																																																																																																																												
122		A	0	A39		Canada		en													0																																																																																																																												
122		A	0	A35		"Burkina Faso"		en													0																																																																																																																												
122		A	0	A34		Bulgaria		en													0																																																																																																																												
122		A	0	A36		Burundi		en													0																																																																																																																												
122		A	0	A37		Cambodia		en													0																																																																																																																												
122		A	0	A38		Cameroon		en													0																																																																																																																												
122		A	0	A230		"Wallis and Futuna"		en													0																																																																																																																												
122		A	0	A23		Belize		en													0																																																																																																																												
122		A	0	A212		"Trinidad and Tobago"		en													0																																																																																																																												
122		A	0	A211		Tonga		en													0																																																																																																																												
122		A	0	A213		Tunisia		en													0																																																																																																																												
122		A	0	A214		Turkey		en													0																																																																																																																												
122		A	0	A216		Tuvalu		en													0																																																																																																																												
122		A	0	A215		Turkmenistan		en													0																																																																																																																												
122		A	0	A210		Tokelau		en													0																																																																																																																												
122		A	0	A21		Belarus		en													0																																																																																																																												
122		A	0	A206		Thailand		en													0																																																																																																																												
122		A	0	A205		Tanzania		en													0																																																																																																																												
122		A	0	A207		"The Former Yugoslav Republic of Macedonia"		en													0																																																																																																																												
122		A	0	A208		Timor-Leste		en													0																																																																																																																												
122		A	0	A209		Togo		en													0																																																																																																																												
122		A	0	A217		Uganda		en													0																																																																																																																												
122		A	0	A218		Ukraine		en													0																																																																																																																												
122		A	0	A226		"Vatican City"		en													0																																																																																																																												
122		A	0	A225		Vanuatu		en													0																																																																																																																												
122		A	0	A227		Venezuela		en													0																																																																																																																												
122		A	0	A228		Vietnam		en													0																																																																																																																												
122		A	0	A229		"Virgin Islands"		en													0																																																																																																																												
122		A	0	A224		Uzbekistan		en													0																																																																																																																												
122		A	0	A223		Uruguay		en													0																																																																																																																												
122		A	0	A22		Belgium		en													0																																																																																																																												
122		A	0	A219		"United Arab Emirates"		en													0																																																																																																																												
122		A	0	A220		"United Kingdom"		en													0																																																																																																																												
122		A	0	A221		"United States"		en													0																																																																																																																												
122		A	0	A222		"United States Minor Outlying Islands"		en													0																																																																																																																												
122		A	0	A46		"Christmas Island"		en													0																																																																																																																												
122		A	0	A47		"Cocos Islands"		en													0																																																																																																																												
122		A	0	A81		Gibraltar		en													0																																																																																																																												
122		A	0	A80		Ghana		en													0																																																																																																																												
122		A	0	A82		Greece		en													0																																																																																																																												
122		A	0	A83		Greenland		en													0																																																																																																																												
122		A	0	A85		Guadeloupe		en													0																																																																																																																												
122		A	0	A84		Grenada		en													0																																																																																																																												
122		A	0	A8		Anguilla		en													0																																																																																																																												
122		A	0	A79		Germany		en													0																																																																																																																												
122		A	0	A75		"French Polynesia"		en													0																																																																																																																												
122		A	0	A74		"French Guiana"		en													0																																																																																																																												
122		A	0	A76		Gabon		en													0																																																																																																																												
122		A	0	A77		Gambia		en													0																																																																																																																												
122		A	0	A78		Georgia		en													0																																																																																																																												
122		A	0	A86		Guam		en													0																																																																																																																												
122		A	0	A87		Guatemala		en													0																																																																																																																												
122		A	0	A95		Hungary		en													0																																																																																																																												
122		A	0	A94		"Hong Kong"		en													0																																																																																																																												
122		A	0	A96		Iceland		en													0																																																																																																																												
122		A	0	A97		India		en													0																																																																																																																												
122		A	0	A99		Iran		en													0																																																																																																																												
122		A	0	A98		Indonesia		en													0																																																																																																																												
122		A	0	A93		Honduras		en													0																																																																																																																												
122		A	0	A92		"Heard Island and McDonald Islands"		en													0																																																																																																																												
122		A	0	A89		Guinea-Bissau		en													0																																																																																																																												
122		A	0	A88		Guinea		en													0																																																																																																																												
122		A	0	A9		Antarctica		en													0																																																																																																																												
122		A	0	A90		Guyana		en													0																																																																																																																												
122		A	0	A91		Haiti		en													0																																																																																																																												
122		A	0	A73		France		en													0																																																																																																																												
122		A	0	A72		Finland		en													0																																																																																																																												
122		A	0	A55		Cuba		en													0																																																																																																																												
122		A	0	A54		Croatia		en													0																																																																																																																												
122		A	0	A56		Cyprus		en													0																																																																																																																												
122		A	0	A57		"Czech Republic"		en													0																																																																																																																												
122		A	0	A59		Djibouti		en													0																																																																																																																												
122		A	0	A58		Denmark		en													0																																																																																																																												
122		A	0	A53		"Cote d'Ivoire"		en													0																																																																																																																												
122		A	0	A52		"Costa Rica"		en													0																																																																																																																												
122		A	0	A49		Comoros		en													0																																																																																																																												
122		A	0	A48		Colombia		en													0																																																																																																																												
122		A	0	A5		"American Samoa"		en													0																																																																																																																												
122		A	0	A50		Congo		en													0																																																																																																																												
122		A	0	A51		"Cook Islands"		en													0																																																																																																																												
122		A	0	A6		Andorra		en													0																																																																																																																												
122		A	0	A60		Dominica		en													0																																																																																																																												
122		A	0	A69		"Falkland Islands"		en													0																																																																																																																												
122		A	0	A68		Ethiopia		en													0																																																																																																																												
122		A	0	A7		Angola		en													0																																																																																																																												
122		A	0	A70		"Faroe Islands"		en													0																																																																																																																												
122		A	0	A71		Fiji		en													0																																																																																																																												
122		A	0	A67		Estonia		en													0																																																																																																																												
122		A	0	A66		Eritrea		en													0																																																																																																																												
122		A	0	A62		Ecuador		en													0																																																																																																																												
122		A	0	A61		"Dominican Republic"		en													0																																																																																																																												
122		A	0	A63		Egypt		en													0																																																																																																																												
122		A	0	A64		"El Salvador"		en													0																																																																																																																												
122		A	0	A65		"Equatorial Guinea"		en													0																																																																																																																												
122		A	0	A204		Tajikistan		en													0																																																																																																																												
122		A	0	A203		Taiwan		en													0																																																																																																																												
122		A	0	A133		Mexico		en													0																																																																																																																												
122		A	0	A132		Mayotte		en													0																																																																																																																												
122		A	0	A134		Micronesia		en													0																																																																																																																												
122		A	0	A135		Moldova		en													0																																																																																																																												
122		A	0	A137		Mongolia		en													0																																																																																																																												
122		A	0	A136		Monaco		en													0																																																																																																																												
122		A	0	A131		Mauritius		en													0																																																																																																																												
122		A	0	A130		Mauritania		en													0																																																																																																																												
122		A	0	A127		Malta		en													0																																																																																																																												
122		A	0	A126		Mali		en													0																																																																																																																												
122		A	0	A128		"Marshall Islands"		en													0																																																																																																																												
122		A	0	A129		Martinique		en													0																																																																																																																												
122		A	0	A13		Aruba		en													0																																																																																																																												
122		A	0	A138		Montenegro		en													0																																																																																																																												
122		A	0	A139		Montserrat		en													0																																																																																																																												
122		A	0	A147		"Netherlands Antilles"		en													0																																																																																																																												
122		A	0	A146		Netherlands		en													0																																																																																																																												
122		A	0	A148		"New Caledonia"		en													0																																																																																																																												
122		A	0	A149		"New Zealand"		en													0																																																																																																																												
122		A	0	A150		Nicaragua		en													0																																																																																																																												
122		A	0	A15		Austria		en													0																																																																																																																												
122		A	0	A145		Nepal		en													0																																																																																																																												
122		A	0	A144		Nauru		en													0																																																																																																																												
122		A	0	A140		Morocco		en													0																																																																																																																												
122		A	0	A14		Australia		en													0																																																																																																																												
122		A	0	A141		Mozambique		en													0																																																																																																																												
122		A	0	A142		Myanmar		en													0																																																																																																																												
122		A	0	A143		Namibia		en													0																																																																																																																												
122		A	0	A125		Maldives		en													0																																																																																																																												
122		A	0	A124		Malaysia		en													0																																																																																																																												
122		A	0	A107		Kazakhstan		en													0																																																																																																																												
122		A	0	A106		Jordan		en													0																																																																																																																												
122		A	0	A108		Kenya		en													0																																																																																																																												
122		A	0	A109		Kiribati		en													0																																																																																																																												
122		A	0	A110		Kuwait		en													0																																																																																																																												
122		A	0	A11		Argentina		en													0																																																																																																																												
122		A	0	A105		Japan		en													0																																																																																																																												
122		A	0	A104		Jamaica		en													0																																																																																																																												
122		A	0	A100		Iraq		en													0																																																																																																																												
122		A	0	A10		"Antigua and Barbuda"		en													0																																																																																																																												
122		A	0	A101		Ireland		en													0																																																																																																																												
122		A	0	A102		Israel		en													0																																																																																																																												
122		A	0	A103		Italy		en													0																																																																																																																												
122		A	0	A111		Kyrgyzstan		en													0																																																																																																																												
122		A	0	A112		Laos		en													0																																																																																																																												
122		A	0	A120		Luxembourg		en													0																																																																																																																												
122		A	0	A12		Armenia		en													0																																																																																																																												
122		A	0	A121		Macao		en													0																																																																																																																												
122		A	0	A122		Madagascar		en													0																																																																																																																												
122		A	0	A123		Malawi		en													0																																																																																																																												
122		A	0	A119		Lithuania		en													0																																																																																																																												
122		A	0	A118		Liechtenstein		en													0																																																																																																																												
122		A	0	A114		Lebanon		en													0																																																																																																																												
122		A	0	A113		Latvia		en													0																																																																																																																												
122		A	0	A115		Lesotho		en													0																																																																																																																												
122		A	0	A116		Liberia		en													0																																																																																																																												
122		A	0	A117		Libya		en													0																																																																																																																												
122		A	0	A151		Niger		en													0																																																																																																																												
122		A	0	A152		Nigeria		en													0																																																																																																																												
122		A	0	A187		Slovakia		en													0																																																																																																																												
122		A	0	A186		Singapore		en													0																																																																																																																												
122		A	0	A188		Slovenia		en													0																																																																																																																												
122		A	0	A189		"Solomon Islands"		en													0																																																																																																																												
122		A	0	A190		Somalia		en													0																																																																																																																												
122		A	0	A19		Bangladesh		en													0																																																																																																																												
122		A	0	A185		"Sierra Leone"		en													0																																																																																																																												
122		A	0	A184		Seychelles		en													0																																																																																																																												
122		A	0	A180		"Sao Tome and Principe"		en													0																																																																																																																												
122		A	0	A18		Bahrain		en													0																																																																																																																												
122		A	0	A181		"Saudi Arabia"		en													0																																																																																																																												
122		A	0	A182		Senegal		en													0																																																																																																																												
122		A	0	A183		Serbia		en													0																																																																																																																												
122		A	0	A191		"South Africa"		en													0																																																																																																																												
122		A	0	A192		"South Georgia"		en													0																																																																																																																												
122		A	0	A20		Barbados		en													0																																																																																																																												
122		A	0	A2		Afghanistan		en													0																																																																																																																												
122		A	0	A200		Sweden		en													0																																																																																																																												
122		A	0	A201		Switzerland		en													0																																																																																																																												
122		A	0	A202		"Syrian Arab Republic"		en													0																																																																																																																												
122		A	0	A199		Swaziland		en													0																																																																																																																												
122		A	0	A198		"Svalbard and Jan Mayen"		en													0																																																																																																																												
122		A	0	A194		Spain		en													0																																																																																																																												
122		A	0	A193		"South Korea"		en													0																																																																																																																												
122		A	0	A195		"Sri Lanka"		en													0																																																																																																																												
122		A	0	A196		Sudan		en													0																																																																																																																												
122		A	0	A197		Suriname		en													0																																																																																																																												
122		A	0	A179		"San Marino"		en													0																																																																																																																												
122		A	0	A178		Samoa		en													0																																																																																																																												
122		A	0	A160		Panama		en													0																																																																																																																												
122		A	0	A16		Azerbaijan		en													0																																																																																																																												
122		A	0	A161		"Papua New Guinea"		en													0																																																																																																																												
122		A	0	A162		Paraguay		en													0																																																																																																																												
122		A	0	A164		Philippines		en													0																																																																																																																												
122		A	0	A163		Peru		en													0																																																																																																																												
122		A	0	A159		"Palestinian Territory"		en													0																																																																																																																												
122		A	0	A158		Palau		en													0																																																																																																																												
122		A	0	A154		"North Korea"		en													0																																																																																																																												
122		A	0	A153		"Norfolk Island"		en													0																																																																																																																												
122		A	0	A155		Norway		en													0																																																																																																																												
122		A	0	A156		Oman		en													0																																																																																																																												
122		A	0	A157		Pakistan		en													0																																																																																																																												
122		A	0	A165		Pitcairn		en													0																																																																																																																												
122		A	0	A166		Poland		en													0																																																																																																																												
122		A	0	A174		"Saint Kitts and Nevis"		en													0																																																																																																																												
122		A	0	A173		"Saint Helena"		en													0																																																																																																																												
122		A	0	A175		"Saint Lucia"		en													0																																																																																																																												
122		A	0	A176		"Saint Pierre and Miquelon"		en													0																																																																																																																												
122		A	0	A177		"Saint Vincent and the Grenadines"		en													0																																																																																																																												
122		A	0	A172		Rwanda		en													0																																																																																																																												
122		A	0	A171		"Russian Federation"		en													0																																																																																																																												
122		A	0	A168		"Puerto Rico"		en													0																																																																																																																												
122		A	0	A167		Portugal		en													0																																																																																																																												
122		A	0	A169		Qatar		en													0																																																																																																																												
122		A	0	A17		Bahamas		en													0																																																																																																																												
122		A	0	A170		Romania		en													0																																																																																																																												
122		A	0	A1		Array		en													0																																																																																																																												
123		Q	M	Q05	1	"To which of these categories would you identify to?"		en			N		0																																																																																																																																				
129		SQ		SQ006	1	"Policy maker"		en			N		0																																																																																																																																				
128		SQ		SQ005	1	Researcher		en			N		0																																																																																																																																				
127		SQ		SQ004	1	Entrepreneur		en			N		0																																																																																																																																				
126		SQ		SQ003	1	Citizen		en			N		0																																																																																																																																				
125		SQ		SQ002	1	Maker		en			N		0																																																																																																																																				
119		Q	N	Q02	1	"What is your age?"	"Please indicate your age with a number."	en			N		0																																																																																																																																				
11		G	3	"You and making"	"Q00 == ""Y"""	"We would like to ask you a few questions about you and your relations with making, in order to understand better how OpenMetaDesign could support your making initiatives."		en																																																																																																																																									
133		Q	F	Q13	1	"What is your ambition with respect to the Maker Movement?"	"Please rate each of these sentences on a 1 to 5 scale."	en			N		0																																																																																																																																				
142		SQ		SQ005	1	"My ambition with making is local community oriented"		en			N		0																																																																																																																																				
144		SQ		SQ006	1	"My ambition with making is technically oriented"		en			N		0																																																																																																																																				
141		SQ		SQ004	1	"My ambition with making is research oriented"		en			N		0																																																																																																																																				
139		SQ		SQ003	1	"My ambition with making is policy oriented"		en			N		0																																																																																																																																				
137		SQ		SQ002	1	"My ambition with making is socially oriented"		en			N		0																																																																																																																																				
135		SQ		SQ001	1	"My ambition with making is commercially oriented"		en			N		0																																																																																																																																				
133		A	0	A5		"4 - Agree"		en													0																																																																																																																												
133		A	0	A6		"5 - Strongly agree"		en													0																																																																																																																												
133		A	0	A2		"1 - Strongly disagree"		en													0																																																																																																																												
133		A	0	A3		"2 - Disagree"		en													0																																																																																																																												
133		A	0	A4		"3 - Neither agree nor disagree"		en													0																																																																																																																												
132		Q	L	Q12	1	"Is making your main professional activity?"		en			N		0																																																																																																																																				
132		A	0	A4		"No, it’s just a hobby"		en													0																																																																																																																												
132		A	0	A3		"No, it’s a secondary professional activity"		en													0																																																																																																																												
132		A	0	A2		Yes		en													0																																																																																																																												
131		Q	M	Q11	1	"How have you been engaged with making?"		en			N		0																																																																																																																																				
143		SQ		SQ006	1	"I am a researcher"		en			N		0																																																																																																																																				
145		SQ		SQ007	1	"I don't really consider myself a Maker yet"		en			N		0																																																																																																																																				
140		SQ		SQ005	1	"I am a Maker Faire organizer"		en			N		0																																																																																																																																				
138		SQ		SQ004	1	"I am a Fab Lab manager"		en			N		0																																																																																																																																				
136		SQ		SQ003	1	"I am a Maker myself (>5 years)"		en			N		0																																																																																																																																				
134		SQ		SQ002	1	"I am a Maker myself (<5 years)"		en			N		0																																																																																																																																				
130		Q	L	Q10		"For how long have you been interested in making?"		en			N		0																																																																																																																																				
130		A	0	A5		"For more than 10 years"		en													0																																																																																																																												
130		A	0	A4		"Between 5 and 10 years "		en													0																																																																																																																												
130		A	0	A3		"Between 1 and 5 years"		en													0																																																																																																																												
130		A	0	A2		"For less than a year"		en													0																																																																																																																												
27		G	4	"You and Open Design"	"Q00 == ""Y"""	"We would like to ask you a few questions about you and your relations with Open Design, in order to understand better how OpenMetaDesign could support your open and making initiatives."		en																																																																																																																																									
328		Q	M	Q18	1	"What do you find difficult in understanding Open Design?"	"Please choose all the aspects that you find difficult in understanding Open Design."	en			Y		0																																																																																																																																				
348		SQ		SQ005		"Tools for the coordination of collaborative processes (sequences of activities)"		en			N		0																																																																																																																																				
351		SQ		SQ006		"Tools for the coordination of collaborative systems (actors, roles, interactions, organizations, places)"		en			N		0																																																																																																																																				
344		SQ		SQ004		"Tools for managing the resources and files"		en			N		0																																																																																																																																				
340		SQ		SQ003		"Business Models"		en			N		0																																																																																																																																				
336		SQ		SQ002		"Intellectual Property concepts, applications and strategies"		en			N		0																																																																																																																																				
332		SQ		SQ001		"Concepts and philosophy"		en			N		0																																																																																																																																				
329		Q	M	Q19	1	"What do you find difficult or missing in adopting an Open Design approach for your future projects?"	"Please choose all the aspects that you find difficult in adopting Open Design for your possible future projects."	en			Y		0																																																																																																																																				
349		SQ		SQ005		"Tools for the coordination of collaborative processes (sequences of activities)"		en			N		0																																																																																																																																				
352		SQ		SQ006		"Tools for the coordination of collaborative systems (actors, roles, interactions, organizations, places)"		en			N		0																																																																																																																																				
345		SQ		SQ004		"Tools for managing the resources and files"		en			N		0																																																																																																																																				
341		SQ		SQ003		"Business Models"		en			N		0																																																																																																																																				
337		SQ		SQ002		"Intellectual Property concepts, applications and strategies"		en			N		0																																																																																																																																				
333		SQ		SQ001		"Concepts and philosophy"		en			N		0																																																																																																																																				
327		Q	F	Q17	1	"How difficult is for you to understand the concept of Open Design and its implications?"	"Please rate this sentence on a 1 to 5 scale."	en			N		0																																																																																																																																				
640		SQ		SQ001	1	"I understand Open Design"		en			N		0																																																																																																																																				
327		A	0	SQ005		"5 - I completely understand it"		en													0																																																																																																																												
327		A	0	SQ004		"4 - I can understand most of it"		en													0																																																																																																																												
327		A	0	SQ003		"3 - I understand something of it"		en													0																																																																																																																												
327		A	0	SQ002		"2 - I can understand very little of it"		en													0																																																																																																																												
327		A	0	SQ001		"1 - I cannot understand it at all"		en													0																																																																																																																												
326		Q	M	Q16	"((831363X27X324.NAOK != ""A3""))"	"What do you find interesting in Open Design?"	"Please indicate which are the aspects of Open Design that are most interesting to you."	en			Y		0																																																																																																																																				
8	324	C	1	831363X27X324	!=																																																																																																																																												
347		SQ		SQ005		"Use / Personal fabrication"		en			N		0																																																																																																																																				
343		SQ		SQ004		Collaboration		en			N		0																																																																																																																																				
339		SQ		SQ003		"Modification of information"		en			N		0																																																																																																																																				
335		SQ		SQ002		"Access to information"		en			N		0																																																																																																																																				
331		SQ		SQ001		"Sharing of information"		en			N		0																																																																																																																																				
325		Q	M	Q15	"((Q14.NAOK != ""A3""))"	"What would you release openly in your future projects?"	"Please choose all the relevant options. They indicate your possible interest in adopting Open Source software, hardware and design in the future."	en			N		0																																																																																																																																				
516		SQ		SQ006	1	"Use of existing open source hardware in my work"		en			N		0																																																																																																																																				
517		SQ		SQ007	1	"Use of existing open source design in my work"		en			N		0																																																																																																																																				
350		SQ		SQ005	1	"Use of existing open source software in my work"		en			N		0																																																																																																																																				
346		SQ		SQ004	1	"Documentation of the process/manufacturing/use of the project"		en			N		0																																																																																																																																				
334		SQ		SQ002	1	Hardware		en			N		0																																																																																																																																				
338		SQ		SQ003	1	Design		en			N		0																																																																																																																																				
330		SQ		SQ001	1	Software		en			N		0																																																																																																																																				
324		Q	L	Q14	1	"Are you interested in adopting Open Source software, hardware and design for your future projects?"	"Please specify if you are interested in adopting an Open Source software, hardware and design approach for possible future projects."	en			N		0																																																																																																																																				
324		A	0	A4		"I'm not sure"		en													1																																																																																																																												
324		A	0	A3		"No, to no projects at all"		en													1																																																																																																																												
324		A	0	A2		"Yes, to all projects"		en													1																																																																																																																												
324		A	0	A1		"Yes, to some projects"		en													0																																																																																																																												
9		G	1	"Informed consent"		"<p>By giving my consent I confirm my voluntary participation in the OpenMetaDesign research study. I have received sufficient information about the research study, I have had the possibility to have my questions answered, I have understood the information and I wish to participate in the research study.</p><p>The research data is handled confidentially so that it is coded in a way that will not reveal my identity and it will be anonymized for academic publications and other research projects. I also give my consent to use the anonymous research data mentioned above in other research projects and academic publications.</p><p>I have understood that participation is entirely voluntary and at any point in the research study I can withdraw my consent and discontinue participation in the research. I am also aware that the data collected up to withdrawal will be used as part of the research data.</p><p>For more information on this research study or in case of any questions, please contact:<br />Massimo Menichinelli – +34 657341068 – <a href=""mailto:massimo.menichinelli@aalto.fi?subject=OpenMetaDesign%20Research%20Study"">massimo.menichinelli@aalto.fi</a></p>"		en																																																																																																																																									
118		Q	Y	Q00	1	"Do you agree with the privacy policy?"	"<p><strong>By clicking “Yes” below you are indicating that you have read and understood this consent form and agree to participate in this research study.</strong></p>"	en			N		0																																																																																																																																				
